gene_id,S00CWT11,S00D1D11,S00D2B11,S00D3911,S00D4711,S00D5511,S00XUN11
ENSG00000207181.1,8,4,24,11,23,32,36
ENSG00000207182.1,0,0,0,0,0,0,0
ENSG00000207183.1,0,0,0,0,0,0,0
ENSG00000207185.1,0,0,0,0,0,0,0
ENSG00000207186.1,0,0,0,0,0,0,0
ENSG00000207187.1,0,0,0,0,1.53,0,0
ENSG00000207189.1,0,0,0,0,0,0,0
ENSG00000207190.1,0,0,0,0,0,0,0
ENSG00000207191.1,0,0,0.5,0.5,1,1.5,1.5
ENSG00000207192.1,0,0,0,0,0,0,0
ENSG00000207193.1,0,0,0,0,0,0,0
ENSG00000207194.1,0,0,0,0,0,0,0
ENSG00000207195.1,0,0,0,0,0,0,0
ENSG00000207196.1,0,0,0,0,0,0,0
ENSG00000207197.1,0,0,0,0,0,0,0
ENSG00000207198.1,0,0,0,0,0,0,0
ENSG00000207199.1,0,0,0,0,0,0,0
ENSG00000207200.1,0,0,0,0,0,0,0
ENSG00000207201.1,0,0,0,0,0,0,0
ENSG00000207202.1,0,0,0,0,0,0,0
ENSG00000207203.1,0,0,0,0,0,0,0
ENSG00000207204.1,0,0,0,0,0,0,0
ENSG00000207205.1,6,8,99,2,31,7,32
ENSG00000207206.1,0,0,0,0,0,0,0
ENSG00000207207.1,0,0,0,0,0,0,0
ENSG00000207208.1,0,0,0,0,0,0,0
ENSG00000207209.1,0,0,0,0,0,0,0
ENSG00000207210.1,0,0,0,0,0,0,0
ENSG00000207214.1,0,0,0,0,0,0,0
ENSG00000207215.2,0,0,0,0,0,0,0
ENSG00000207217.1,10,22,27,19,56,65,18
ENSG00000207218.1,0,0,0,0,0,0,0
ENSG00000207220.1,0,0,0,0,0,0,0
ENSG00000207221.1,0,0,0,0,0,0,0
ENSG00000207222.1,0,0,0,0,0,0,0
ENSG00000207223.1,0,0,0,0,0,0,1
ENSG00000207225.1,0,0,0,0,0,0,0
ENSG00000207227.1,0,0,0,0,0,0,0
ENSG00000207229.1,0,0,0,0,0,0,0
ENSG00000207231.1,0,0,2,0,0,0,1
ENSG00000207233.1,33,40,72,48,100,72,45
ENSG00000207234.1,0,0,0,0,0,0,0
ENSG00000207235.1,0,0,0,0,0,0,0
ENSG00000207237.1,0,0,0,0,0,0,0
ENSG00000207240.1,0,0,0,0,0,0,0
ENSG00000207241.1,0,0,0.95,0.91,0,0.98,0
ENSG00000207242.1,0,0,0,0,0,0,0
ENSG00000207243.1,0,0,0,0,0,0,0
ENSG00000207244.1,0,0,0,0,0,0,0
ENSG00000207245.1,0,0,0,0,0,0,0
ENSG00000207247.1,0,0,0,0,0,0,0
ENSG00000207248.1,0,0,0,0,0,0,0
ENSG00000207249.1,0,0,0,0,0,0,0
ENSG00000207251.1,0,0,0,0,0,0,0
ENSG00000207252.1,0,0,0,0,0,0,0
ENSG00000207255.1,0,0,0,0,0,0,0
ENSG00000207256.1,0,0,0,0,0,0,0
ENSG00000207257.1,0,0,0,0,0,0,0
ENSG00000207258.1,0,0,0,0,0,0,0
ENSG00000207260.1,0,0,0,0,0,0,0
ENSG00000207261.1,0,0,0,0,0,0,0
ENSG00000207263.1,0,0,1,0,1,0,1
ENSG00000207264.1,0,0,0,0,0,0,0
ENSG00000207265.1,0,0,0,0,0,0,0
ENSG00000207266.1,0,0,0,0,0,0,0
ENSG00000207267.1,0,0,0,0,0,0,0
ENSG00000207268.1,0,0,0,0,0,0,0
ENSG00000207269.1,0,0,0,0,0,0,0
ENSG00000207270.1,0,0,0,0,0,0,0
ENSG00000207271.1,0,0,0,0,0,0,0
ENSG00000207274.1,13,0,9,6,17,15,0
ENSG00000207275.1,0,0,0,0,0,0,0
ENSG00000207276.1,0,0,0,0,0,0,0
ENSG00000207277.1,0,0,0,0,0,0,0
ENSG00000207278.1,0,0,0,0,0,0,0
ENSG00000207279.1,3,0,5,0,1,1,1
ENSG00000207280.1,0,0,0,0,0,0,0
ENSG00000207281.1,0,0,0,0,0,0,0
ENSG00000207282.1,0,0,0,0,0,0,0
ENSG00000207283.1,0,0,0,0,0,0,0
ENSG00000207286.1,0,0,0,0,0,0,0
ENSG00000207287.1,0,0,0,0,0,0,0
ENSG00000207289.1,0,0,0,0,0,0,0
ENSG00000207290.1,0,0,0,0,0,0,0
ENSG00000207291.1,0,0,0,0,0,0,0
ENSG00000207292.1,0,0,0,0,0,0,0
ENSG00000207293.1,0,0,0,0,0,0,0
ENSG00000207294.1,0,0,0,0,0,0,0
ENSG00000207295.1,0,0,0,0,0,0,0
ENSG00000207296.1,0,0,0,0,0,0,0
ENSG00000207297.1,0,0,0,0,0,0,0
ENSG00000207298.1,0,0,0,0,0,0,0
ENSG00000207299.1,0,0,0,0,0,0,0
ENSG00000207300.1,0,0,0,0,0,0,0
ENSG00000207302.1,0,0,0,0,0,0,0
ENSG00000207303.1,0,0,0,0,0,0,0
ENSG00000207304.1,144.82,108.12,604.94,295.33,787.97,1010.47,569.64
ENSG00000207305.1,0,0,0,0,0,0,0
ENSG00000207306.1,0,0,0,0,0,0,0
ENSG00000207307.1,0,0,0,0,0,0,0
ENSG00000207308.1,0,0,0,0,0,0,0
ENSG00000207309.1,0,0,0,0,0,0,0
ENSG00000207310.1,0,0,0,0,0,0,0
ENSG00000207312.1,0,0,0,0,0,0,0
ENSG00000207313.1,13,5,5,9,9,9,7
ENSG00000207316.1,0,0,0,0,0,0,0
ENSG00000207317.1,0,0,0,0,0,0,0
ENSG00000207318.1,0,0,0,0,0,0,0
ENSG00000207319.1,0,0,0,0,0,0,0
ENSG00000207320.1,0,0,0,1,0,0,0
ENSG00000207321.1,0,0,0,0,0,0,0
ENSG00000207322.1,0,0,0,0,0,0,0
ENSG00000207323.1,0,0,0,0,0,0,0
ENSG00000207325.1,0,0,0,0,0,0,0
ENSG00000207326.1,0,0,0,2,0,0,0
ENSG00000207327.1,0,0,0,0,0,0,0
ENSG00000207328.1,0,0,0,0,0,0,0
ENSG00000207329.1,0,0,0,0,0,0,0
ENSG00000207330.1,0,0,0,0,0,0,0
ENSG00000207331.1,0,0,0,0,0,0,0
ENSG00000207332.1,0,0,0,0,0,0,0
ENSG00000207333.1,0,0,0,0,0,0,0
ENSG00000207334.1,0,0,0,0,0,0,0
ENSG00000207336.1,0,0,0,0,0,0,0
ENSG00000207338.1,0,0,0,0,0,0,0
ENSG00000207339.1,0,0,0,0,0,0,0
ENSG00000207340.1,2,1,8,6,1,0,0
ENSG00000207341.1,0,0,0,0,0,0,0
ENSG00000207342.1,0,0,0,0,0,0,0
ENSG00000207343.1,0,0,0,0,0,0,0
ENSG00000207344.1,53,18,34,28,37,51,32
ENSG00000207345.1,0,0,0,0,0,0,0
ENSG00000207347.1,0,0,0,0,0,0,0
ENSG00000207349.1,0,1,2,1,0,0,0
ENSG00000207351.1,0,0,0,0,0,0,0
ENSG00000207352.1,0,0,0,0,0,0,0
ENSG00000207355.1,0,0,0,0,0,0,0
ENSG00000207356.1,0,0,0,0,0,0,0
ENSG00000207357.1,0,0,0,0,0,0,0
ENSG00000207359.1,0,0,0,0,0,0,0
ENSG00000207360.1,0,0,0,0,0,0,0
ENSG00000207361.1,0,0,0,0,0,0,0
ENSG00000207362.1,0,0,0,0,0,0,0
ENSG00000207363.1,0,0,0,0,0,0,0
ENSG00000207364.1,0,0,0,0,0,0,0
ENSG00000207365.1,0,0,0,0,0,0,0
ENSG00000207366.1,0,0,0,0,0,0,0
ENSG00000207367.1,0,0,0,0,0,0,0
ENSG00000207368.1,0,0,1,0,2,0,1
ENSG00000207369.1,0,0,0,0,0,0,0
ENSG00000207370.1,2,0,4,3,1,0,0
ENSG00000207371.1,0,0,0,0,0,0,2
ENSG00000207375.1,0,0,1,0,1,0,1
ENSG00000207378.1,0,0,0,0,0,0,0
ENSG00000207379.1,0,0,0,0,0,0,0
ENSG00000207380.1,0,0,0,0,0,0,0
ENSG00000207381.1,0,0,0,0,0,0,0
ENSG00000207382.1,0,0,0,0,0,0,0
ENSG00000207383.1,0,0,0,0,0,0,1
ENSG00000207384.1,0,0,0,0,0,0,0
ENSG00000207385.1,0,0,0,0,0,0,0
ENSG00000207386.1,0,0,0,0,0,0,0
ENSG00000207387.1,0,0,0,0,0,0,0
ENSG00000207389.1,7579.24,9892.47,17780.92,13722.05,29748.44,33581.59,22038.93
ENSG00000207391.1,0,0,0,0,0,0,0
ENSG00000207392.1,47,59,232,94,167,181,123
ENSG00000207393.1,0,0,0,0,0,0,0
ENSG00000207394.1,0,0,0,0,0,0,0
ENSG00000207395.1,0,0,0,0,0,0,0
ENSG00000207397.1,0,0,0,0,0,0,0
ENSG00000207399.1,0,0,0,0,0,0,0
ENSG00000207401.1,0,0,0,0,0,0,0
ENSG00000207402.1,0,0,0,0,0,0,0
ENSG00000207403.1,0,0,0,0,0,0,0
ENSG00000207404.1,0,0,0,0,0,0,0
ENSG00000207405.1,159.9,167.64,308.85,317.08,552.49,756.29,356.33
ENSG00000207406.1,0,0,0,0,0.52,2.04,0
ENSG00000207407.1,0,0,0,0,0,0,0
ENSG00000207408.1,0,0,0,0,0,0,0
ENSG00000207410.1,0,0,0,0,0,0,0
ENSG00000207411.1,0,0,0,0,0,0,0
ENSG00000207412.1,0,0,0,0,0,0,0
ENSG00000207414.1,0,0,0,0,0,0,0
ENSG00000207415.1,0,0,0,0,0,0,0
ENSG00000207416.1,0,0,0,0,0,0,0
ENSG00000207417.1,0,0,0,0,0,0,0
ENSG00000207419.1,0,0,0,0,0,0,0
ENSG00000207420.1,0,0,0,0,0,0,0
ENSG00000207421.1,0,0,0,0,0,0,0
ENSG00000207422.1,0,0,0,0,0,0,0
ENSG00000207425.1,0,0,0,0,0,0,0
ENSG00000207426.1,0,0,0,0,0,0,0
ENSG00000207428.1,0,0,0,0,0,0,0
ENSG00000207430.1,0,0,0.5,0,0,0,0
ENSG00000207431.1,0,0,0,0,0,0,0
ENSG00000207432.1,0,0,0,0,0,0,0
ENSG00000207433.1,0,0,0,0,0,0,0
ENSG00000207434.1,0,0,0,0,0,0,0
ENSG00000207435.1,0,0,0,0,0,0,0
ENSG00000207438.1,0,0,0,0,0,0,0
ENSG00000207439.1,0,0,0,0,0,0,0
ENSG00000207440.1,0,0,0,0,0,0,0
ENSG00000207441.1,0,0,0,0,0,0,0
ENSG00000207442.1,0,0,1,0,3,2,3
ENSG00000207443.1,0,0,0,0,0,0,0
ENSG00000207444.1,0,0,0,0,0,0,0
ENSG00000207445.1,482,394,1272,654,1227,1478,928
ENSG00000207448.1,0,0,0,0,0,0,0
ENSG00000207449.1,0,0,0,0,0,0,0
ENSG00000207450.1,0,0,0,0,0,0,0
ENSG00000207451.1,0,0,0,0,0,0,0
ENSG00000207452.1,0,0,0,0,0,0,0
ENSG00000207453.1,0,0,0,0,0,0,0
ENSG00000207454.1,0,0,0,0,0,0,0
ENSG00000207455.1,0,0,0,0,0,0,0
ENSG00000207456.1,0,0,0,0,0,0,0
ENSG00000207457.1,0,0,0,0,0,0,0
ENSG00000207458.1,0,0,0,0,0,0,0
ENSG00000207459.1,0,0,0,0,0,0,0
ENSG00000207460.1,0,0,1,0.5,0.5,1.5,0
ENSG00000207461.1,0,0,0,0,0,0,0
ENSG00000207462.1,0,0,0,0,0,0,0
ENSG00000207466.1,0,0,0,0,0,0,0
ENSG00000207467.1,0,0,0,0,0,0,0
ENSG00000207468.1,1,1,2,1,0,0,0
ENSG00000207472.1,0,0,0,0,0,0,0
ENSG00000207473.1,0,0,0,0,0,0,0
ENSG00000207474.1,0,0,0,0,0,0,0
ENSG00000207475.1,4,1,12,6,10,17,16
ENSG00000207476.1,0,0,0,0,0,0,0
ENSG00000207480.1,0,0,0,0,0,0,0
ENSG00000207481.1,0,0,0,0,0,0,0
ENSG00000207483.1,0,0,0,0,0,0,0
ENSG00000207484.1,0,0,0,0,0,0,0
ENSG00000207486.1,0,0,0,0,0,0,0
ENSG00000207488.1,0,0,0,0,0,0,0
ENSG00000207490.1,0,0,0,0,0,0,0
ENSG00000207491.1,0,0,0,0,0,0,0
ENSG00000207492.1,0,0,0,0,0,0,0
ENSG00000207493.1,3,13,87,22,164,187,115
ENSG00000207494.1,0,0,0,0,0,0,0
ENSG00000207495.1,0,0,0,0,0,0,0
ENSG00000207496.1,302.49,204.09,1107.95,395.27,992.34,1303.57,988.86
ENSG00000207497.1,0,0,0,0,0,0,0
ENSG00000207499.1,0,0,0,0,0,0,0
ENSG00000207500.1,0,0,0,0,0,0,0
ENSG00000207501.1,4.21,303.94,307.76,134.23,117.24,49.55,47.37
ENSG00000207502.1,0,0,0,0,0,0,0
ENSG00000207503.1,0,0,0,0,0,0,0
ENSG00000207504.1,0,0,0,0,0,0,0
ENSG00000207505.1,0,0,0,0,0,0,0
ENSG00000207507.1,0,0,0,0,0,0,0
ENSG00000207508.1,0,0,0,0,0,0,0
ENSG00000207511.1,0,0,0,0,0,0,0
ENSG00000207512.1,0,0,0,0,0,0,0
ENSG00000207513.1,7579.24,9892.47,17780.92,13722.05,29748.44,33581.59,22038.93
ENSG00000207515.1,0,0,0,0,0,0,0
ENSG00000207516.1,0,0,0,0,0,0,0
ENSG00000207518.1,0,0,0,0,0,0,0
ENSG00000207523.1,1,3,10,0,7,3,0
ENSG00000207524.1,0,0,0,0,0,0,0
ENSG00000207525.1,0,0,0,0,0,0,0
ENSG00000207546.1,0,0,0,0,0,0,0
ENSG00000207547.1,0,0,0,0,0,0,0
ENSG00000207548.2,0,0,0,0,0,0,0
ENSG00000207549.1,0,0,0,0,0,0,0
ENSG00000207550.1,0,0,0,0,0,0,0
ENSG00000207551.1,0,0,0,0,0,0,0
ENSG00000207552.1,0,0,0,0,0,0,0
ENSG00000207554.1,0,0,0,0,0,0,0
ENSG00000207556.1,0,0,0,0,0,0,0
ENSG00000207558.2,0,0,0,0,0,0,0
ENSG00000207559.1,0,0,0,0,0,0,0
ENSG00000207561.1,0,0,0,0,0,0,0
ENSG00000207562.2,0,0,0,0,0,0,0
ENSG00000207563.1,0,0,0,0,0,0,0
ENSG00000207568.1,0,0,0,0,0,0,0
ENSG00000207569.1,0,0,0,0,0,0,0
ENSG00000207571.1,0,0,0,0,0,0,0
ENSG00000207572.2,0,0,0,0,0,0,0
ENSG00000207573.1,0,0,0,0,0,0,0
ENSG00000207574.1,0,0,0,0,0,0,0
ENSG00000207575.1,0,0,0,0,0,0,0
ENSG00000207577.1,0,0,0,0,0,0,0
ENSG00000207578.1,0,0,0,0,0,0,0
ENSG00000207579.1,0,0,0,0,0,0,0
ENSG00000207580.1,0,0,0,0,0,0,0
ENSG00000207581.1,0,0,0,0,0,0,0
ENSG00000207582.1,0,0,0,0,0,0,0
ENSG00000207583.1,0,0,0,0,0,0,0
ENSG00000207584.1,0,0,0,0,0,0,0
ENSG00000207585.1,0,0,0,0,0,0,1
ENSG00000207586.1,0,0,0,0,0,0,0
ENSG00000207587.1,0,0,0,0,0,0,0
ENSG00000207588.1,0,0,0,0,0,0,0
ENSG00000207589.1,0,0,0,0,0,0,0
ENSG00000207590.1,0,0,0,0,0,0,0
ENSG00000207594.1,0,0,0,0,0,0,0
ENSG00000207595.1,0,0,0,0,0,0,0
ENSG00000207597.1,0,0,0,0,0,0,0
ENSG00000207598.1,0,0,0,0,0,0,0
ENSG00000207599.1,0,0,0,0,0,0,0
ENSG00000207600.2,0,0,0,0,0,0,0
ENSG00000207601.1,0,0,0,0,0,0,0
ENSG00000207602.1,0,0,0,0,0,0,0
ENSG00000207603.1,0.68,0,0.75,0,0,0.3,0
ENSG00000207604.2,0,0,0,0,0,0,0
ENSG00000207605.2,0,0,1,0,0,2,1
ENSG00000207606.1,0,0,0,0,0,0,0
ENSG00000207607.2,0,0,0,0,0,0,0
ENSG00000207608.2,0,0,0,0,0,0,0
ENSG00000207609.2,0,0,0,0,0,0,0
ENSG00000207611.1,0,0,0,0,0,0,0
ENSG00000207612.1,0,1,0,0,0,0,0
ENSG00000207613.1,0,0,0,0,0,0,0
ENSG00000207614.1,0,0,0,0,0,0,0
ENSG00000207615.2,0,0,0,0,0,0,0
ENSG00000207616.1,0,0,0,0,0,0,0
ENSG00000207617.3,0,0,0,0,0,0,0
ENSG00000207619.1,0,0,0,0,0,0,0
ENSG00000207620.1,0,0,0,0,0,0,0
ENSG00000207621.1,0,0,0,0,0,0,0
ENSG00000207622.1,0,0,0,0,0,0,0
ENSG00000207624.1,0,0,0,0,0,0,0
ENSG00000207625.1,0,0,0,0,0,0,0
ENSG00000207626.1,0,0,0,0,0,0,1
ENSG00000207627.1,0,0,0,0,0,0,0
ENSG00000207628.2,0,0,0,0,0,0,0
ENSG00000207629.1,0,0,0,0,0,0,0
ENSG00000207630.1,0,0,0,0,0,0,0
ENSG00000207631.1,0,0,0,0,0,0,0
ENSG00000207632.1,0,0,0,0,0,0,0
ENSG00000207633.2,0,0,0,0,1,0,0
ENSG00000207634.1,0,0,0,0,0,0,0
ENSG00000207635.1,0,0,0,0,0,0,0
ENSG00000207636.1,0,0,0,0,0,0,0
ENSG00000207637.1,0,0,0,0,0,0,0
ENSG00000207638.1,0,0,0,0,0,0,0
ENSG00000207639.1,0,0,0,0,0,0,0
ENSG00000207641.1,0,0,0,0,0,0,0
ENSG00000207642.1,0,0,0,0,0,0,0
ENSG00000207643.1,0,0,1,0,0,0,0
ENSG00000207644.1,0,0,0,0,0,0,0
ENSG00000207645.1,0,0,0,0,0,0,0
ENSG00000207646.1,0,0,0,0,0,0,0
ENSG00000207647.1,0,0,0,0,0,0,0
ENSG00000207648.2,0,0,0,0,0,0,0
ENSG00000207649.2,0,0,0,0,0,0,0
ENSG00000207650.1,0,0,0,0,0,0,0
ENSG00000207651.1,0,0,0,0,0,0,0
ENSG00000207652.1,0,0,0,0,0,0,0
ENSG00000207653.1,0,0,0,0,0,0,0
ENSG00000207654.3,0,0,0,1,0,0,0
ENSG00000207656.1,0,0,0,0,0,0,0
ENSG00000207688.2,0,0,0,0,0,0,0
ENSG00000207689.1,0,0,0,0,0,0,0
ENSG00000207690.1,0,0,0,0,0,0,0
ENSG00000207691.1,0,0,0,0,0,0,0
ENSG00000207692.2,0,0,0,0,0,0,0
ENSG00000207693.1,0,0,0,0,0,0,0
ENSG00000207695.1,0,0,0,0,0,0,0
ENSG00000207696.1,0,0,0,0,0,0,0
ENSG00000207697.1,1,0,0,0,0,0,0
ENSG00000207698.1,0,0,0,0,0,0,0
ENSG00000207699.1,0,0,0,0,0,0,0
ENSG00000207701.1,0,0,0,2,0,0,0
ENSG00000207702.1,0,0,0,0,0,0,0
ENSG00000207703.1,0,0,0,0,0,0,0
ENSG00000207704.2,0,0,0,0,0,0,0
ENSG00000207705.1,0,0,0,0,0,0,0
ENSG00000207706.1,0,0,0,0,0,0,0
ENSG00000207707.1,0,0,0,0,0,0,0
ENSG00000207708.1,0,0,0,0,0,0,0
ENSG00000207709.2,0,0,0,0,0,0,0
ENSG00000207710.1,0,0,0,0,0,0,0
ENSG00000207711.1,0,0,0,0,0,0,0
ENSG00000207712.1,0,0,0,0,0,0,0
ENSG00000207713.2,0,0,0,0,0,0,0
ENSG00000207714.2,0,0,0,0,1,0,0
ENSG00000207715.1,0,0,0,0,0,0,0
ENSG00000207716.1,0,0,0,0,0,0,0
ENSG00000207717.1,0,0,0,0,0,0,0
ENSG00000207719.1,0,0,0,0,0,0,0
ENSG00000207720.1,0,0,0,0,0,0,0
ENSG00000207721.1,0,0,0,0,0,0,0
ENSG00000207722.1,0,0,0,0,0,0,0
ENSG00000207725.2,0,0,0,0,0,0,0
ENSG00000207726.2,0,0,0,0,0,0,0
ENSG00000207728.1,0,0,0,0,0,0,0
ENSG00000207729.2,0,0,0,0,0,0,0
ENSG00000207730.2,0,0,0,0,0,0,0
ENSG00000207731.1,0,0,0,0,0,0,0
ENSG00000207732.1,0,0,0,0,0,0,0
ENSG00000207733.1,0,0,0,0,0,0,0
ENSG00000207734.1,0,0,0,0,0,0,0
ENSG00000207735.1,0,0,0,0,0,0,0
ENSG00000207736.1,0,0,0,0,0,0,0
ENSG00000207737.1,0,0,0,0,0,0,0
ENSG00000207738.1,0,0,0,0,0,0,0
ENSG00000207739.1,0,0,0,0,0,0,0
ENSG00000207741.1,0,0,0,0,1,0,0
ENSG00000207742.2,0,0,0,0,0,0,0
ENSG00000207743.2,0,0,0,0,0,0,0
ENSG00000207744.1,0,0,0,0,0,0,0
ENSG00000207746.1,0,0,0,0,0,0,0
ENSG00000207749.3,0,0,0,0,0,0,0
ENSG00000207750.1,0,0,0,0,0,0,0
ENSG00000207751.1,0,0,0,0,0,0,0
ENSG00000207752.1,0,0,0,0,0,0,0
ENSG00000207753.2,0,0,0,0,0,0,0
ENSG00000207754.2,0,0,0,0,0,0,0
ENSG00000207755.2,0,0,0,0,0,0,0
ENSG00000207756.1,0,0,0,0,0,0,0
ENSG00000207757.1,0,0,0,0,0,0,0
ENSG00000207758.1,0,0,0,0,0,0,0
ENSG00000207759.1,0,0,0,0,0,0,0
ENSG00000207761.2,0,0,0,0,0,0,0
ENSG00000207762.1,0,0,0,0,0,0,0
ENSG00000207763.1,0,0,0,0,0,0,0
ENSG00000207764.1,0,0,0,0,0,0,0
ENSG00000207765.1,2.43,2.41,0.57,0,0.29,0,0
ENSG00000207766.1,0,0,0,0,0,0,0
ENSG00000207767.2,0,0,0,0,0,0,0
ENSG00000207768.2,0,0,0,0,0,0,0
ENSG00000207769.1,0,0,0,0,0,0,0
ENSG00000207770.1,0,0,0,0,0,0,0
ENSG00000207771.1,0,0,0,0,0,0,0
ENSG00000207773.1,0,0,0,0,0,0,0
ENSG00000207775.1,0,0,0,0,0,0,0
ENSG00000207776.1,0,0,0,0,0,0,0
ENSG00000207778.2,0,0,0,0,0,0,0
ENSG00000207779.1,0,0,0,0,0,0,0
ENSG00000207780.1,0,0,0,0,0,0,0
ENSG00000207781.1,0,0,0,0,0,0,0
ENSG00000207782.2,0,0,0,0,0,0,0
ENSG00000207783.1,0,0,0,0,0,0,0
ENSG00000207784.2,0,0,0,0,0,0,0
ENSG00000207785.1,0,0,0,0,0,0,0
ENSG00000207788.1,0,0,0,0,0,0,0
ENSG00000207789.1,0,0,0,0,0,0,0
ENSG00000207797.1,0,0,0,0,0,0,0
ENSG00000207798.1,0,0,0,0,0,0,0
ENSG00000207799.1,0,0,0,0,0,0,0
ENSG00000207800.2,0,0,0,0,0,0,0
ENSG00000207802.1,0,0,0,0,0,0,0
ENSG00000207803.1,0,0,0,0,0,0,0
ENSG00000207804.1,0,0,0,0,0,0,0
ENSG00000207805.2,0,0,0,0,0,0,0
ENSG00000207807.1,0,0,0,0,0,0,0
ENSG00000207808.1,0,0,0,0,0,0,0
ENSG00000207810.1,0,0,0,0,0,0,0
ENSG00000207811.2,0,0,0,0,0,0,0
ENSG00000207812.2,0,0,0,0,0,0,0
ENSG00000207813.1,0,0,0,0,0,0,0
ENSG00000207814.1,0,0,0,0,0,0,0
ENSG00000207815.1,0,0,0,0,0,0,0
ENSG00000207816.1,0,0,0,0,0,0,0
ENSG00000207817.1,0,0,0,0,0,0,0
ENSG00000207818.1,0,0,0,0,0,0,0
ENSG00000207819.1,0,0,0,0,0,0,0
ENSG00000207820.1,0,0,0,0,0,0,0
ENSG00000207821.1,0,0,0,0,0,0,0
ENSG00000207825.1,0,0,0,0,0,0,0
ENSG00000207826.1,0,0,0,0,0,0,0
ENSG00000207827.1,0,0,0,0,0,0,0
ENSG00000207830.1,0,0,0,0,0,0,0
ENSG00000207832.1,0,0,0,0,0,0,0
ENSG00000207833.1,0,0,0,0,0,0,0
ENSG00000207834.1,0,0,0,0,0,0,0
ENSG00000207835.1,0,0,0,0,0,0,0
ENSG00000207836.1,0,0,0,0,0,0,0
ENSG00000207837.1,0,0,0,0,0,0,0
ENSG00000207838.1,0,0,0,0,0,0,0
ENSG00000207839.1,0,0,0,0,0,0,0
ENSG00000207844.1,0,0,0,0,0,0,0
ENSG00000207846.1,0,0,0,0,0,0,0
ENSG00000207849.2,0,0,0,0,0,0,0
ENSG00000207857.2,0,0,0,0,0,0,0
ENSG00000207858.1,0,0,0,0,0,0,0
ENSG00000207861.1,0,0,0,0,0,0,0
ENSG00000207862.1,0,0,0,0,0,0,0
ENSG00000207863.1,0,0,0,0,0,0,0
ENSG00000207864.2,0,0,0,0,0,0,0
ENSG00000207865.1,0,0,0,0,0,0,0
ENSG00000207866.1,0,0,0,0,0,0,0
ENSG00000207867.1,0,0,0,0,0,0,0
ENSG00000207868.1,0,0,0,0,0,0,0
ENSG00000207869.1,0,0,0,0,0,0,0
ENSG00000207870.1,0,1,0,0,0,0,0
ENSG00000207871.2,0,0,0,0,0,0,0
ENSG00000207873.1,0,0,0,0,0,0,0
ENSG00000207874.1,0,0,0,0,0,0,0
ENSG00000207875.1,0,0,0,0,0,0,0
ENSG00000207895.1,0,0,0,0,0,0,0
ENSG00000207922.1,0,0,0,0,0,0,0
ENSG00000207923.1,0,0,0,0,0,0,0
ENSG00000207924.2,0,0,0,0,0,0,0
ENSG00000207925.1,0,0,0,0,0,0,0
ENSG00000207926.1,0,0,0,0,0,0,0
ENSG00000207927.1,0,0,0,0,0,0,0
ENSG00000207928.1,0,0,0,0,0,0,0
ENSG00000207930.1,0,0,0,0,0,0,0
ENSG00000207931.1,0,0,0,0,0,0,0
ENSG00000207932.1,0,0,0,0,0,0,0
ENSG00000207933.2,0,0,0,0,0,0,0
ENSG00000207934.1,0,0,0,0,0,0,0
ENSG00000207935.2,0,0,0,0,0,0,0
ENSG00000207938.1,0,0,0,0,0,0,0
ENSG00000207939.1,0,0,0,0,0,0,0
ENSG00000207940.1,0,0,0,0,0,0,0
ENSG00000207941.1,0,0,0,0,0,0,0
ENSG00000207942.1,0,0,0,0,0,0,0
ENSG00000207943.1,0,0,0,0,0,0,0
ENSG00000207944.1,0,0,0,0,0,0,0
ENSG00000207945.1,0,0,0,0,0,0,0
ENSG00000207946.2,0,0,0,0,0,0,0
ENSG00000207947.2,0,0,0,0,0,0,0
ENSG00000207948.2,0,0,0,0,0,0,0
ENSG00000207949.1,0,0,0,0,0,0,0
ENSG00000207951.1,0,0,0,0,0,0,0
ENSG00000207952.1,0,0,0,0,0,0,0
ENSG00000207954.1,0,0,0,0,0,0,0
ENSG00000207955.3,0,0,0,0,0,0,0
ENSG00000207956.1,0,0,0,1,0,0,0
ENSG00000207957.1,0,0,0,0,0,0,0
ENSG00000207959.1,0,0,0,0,0,0,0
ENSG00000207960.1,0,0,0,0,0,0,0
ENSG00000207961.2,0,0,0,0,0,0,0
ENSG00000207962.1,0,0,0,0,0,0,0
ENSG00000207963.1,0,0,0,0,0,0,0
ENSG00000207964.2,0,0,0,0,0,0,0
ENSG00000207965.1,0,0,0,0,0,0,0
ENSG00000207967.1,0,0,0,0,0,0,0
ENSG00000207969.1,0,0,0,0,0,0,0
ENSG00000207970.2,0,0,0,0,0,0,0
ENSG00000207971.1,0,0,0,0,0,0,0
ENSG00000207972.1,0,0,0,0,0,0,0
ENSG00000207973.1,0,0,0,0,0,0,0
ENSG00000207974.1,0,0,0,0,0,0,0
ENSG00000207975.1,1,0,0,0,0,0,0
ENSG00000207976.1,0,0,0,0,0,0,0
ENSG00000207978.1,0,0,0,0,0,0,0
ENSG00000207979.1,0,0,0,0,0,0,0
ENSG00000207980.1,0,0,0,0,0,0,0
ENSG00000207981.1,0,0,0,0,0,0,0
ENSG00000207982.1,0,0,0,0,0,0,0
ENSG00000207983.1,0,0,0,0,0,0,0
ENSG00000207984.1,0,0,0,0,0,0,0
ENSG00000207986.1,0,0,0,0,0,0,0
ENSG00000207987.1,0,0,0,0,0,0,0
ENSG00000207988.1,0,0,0,0,0,0,0
ENSG00000207989.2,0,0,0,0,0,0,0
